Query	Gene	cor	pvalue
NKX2-1	LAD1	-0.255092974664911	6.73570700488287e-09
NKX2-1	PTMA	-0.0346802323094291	0.438151082714893
NKX2-1	VPS26C	0.0461952095547811	0.301607888196853
NKX2-1	AC147067.2	0.273912104548652	4.33222410093235e-10
NKX2-1	DUSP19	-0.102672147406196	0.0214055092257827
NKX2-1	MESD	-0.060392965042962	0.17669988780478
NKX2-1	NUP107	-0.11015880599322	0.0135296614384966
NKX2-1	ENOX1	0.0158442351673095	0.72323921207266
NKX2-1	STC1	-0.0222121647183505	0.619547271035031
NKX2-1	FGG	0.70051037670352	2.79380785286316e-75
NKX2-1	PTN	-0.12815635090722	0.00402623408090781
NKX2-1	DOP1B	0.16526384429041	0.000199879411297654
NKX2-1	SDHB	-0.0358761945227951	0.42251054875219
NKX2-1	TSPOAP1	0.0415691012774684	0.35265566073884
NKX2-1	AL390719.1	0.174706188970831	8.32318082340654e-05
NKX2-1	BRAF	-0.0292950654734417	0.512551010949061
NKX2-1	SLC30A3	-0.188469424943117	2.13439888175843e-05
NKX2-1	DHX38	0.0664568378932119	0.137035573474003
NKX2-1	PLEKHA8	-0.0884150250660273	0.0477135690172431
NKX2-1	COX8C	-0.0336120718881609	0.452396671551061
NKX2-1	DEFB126	-0.218257067654989	7.90950557563674e-07
NKX2-1	PBX1	-0.167590495091711	0.00016176485714546
NKX2-1	CYB5B	-0.0357116983014577	0.424642248849658
NKX2-1	HOXC13	-0.174175098154151	8.75438162684893e-05
NKX2-1	UHRF1BP1	0.00585755905262354	0.8958428235804
NKX2-1	AL353743.1	0.032973711592846	0.461033259973224
NKX2-1	LINC00526	0.00790921821931963	0.859689168125854
NKX2-1	ZBTB11	-0.137544013938303	0.00201012295726647
NKX2-1	FAM207A	-0.0322213580655812	0.471329000807451
NKX2-1	AKAP10	0.0328868682462381	0.46221525075899
NKX2-1	UQCRHL	-0.128992909352339	0.00379121049288478
NKX2-1	RXRB	0.0709079886310328	0.112567907226758
NKX2-1	LINC02236	-0.0782063132325211	0.0800227463035755
NKX2-1	CDC42BPB	0.0409455625328262	0.359930823971874
NKX2-1	AC011445.1	0.0373590825674097	0.40357780392524
NKX2-1	FAM183A	0.0124678575941839	0.780504808493074
NKX2-1	AC080013.2	-0.111242121881839	0.0126330011358841
NKX2-1	TRAV17	0.12085184117572	0.00670966072944973
NKX2-1	FCGBP	0.117108761546929	0.00863021887464243
NKX2-1	NEO1	-0.15317635642892	0.000573686953574856
NKX2-1	NID2	0.0223704587161309	0.617053112073684
NKX2-1	ZNF512	-0.0540786547070162	0.226464581401324
NKX2-1	BOLA3	-0.203841300384958	4.14094314821277e-06
NKX2-1	RBM38	0.042838672305567	0.338131963402751
NKX2-1	SGCG	0.0418251135795467	0.349695681069697
NKX2-1	AC093909.6	-0.046079133731709	0.302825516705514
NKX2-1	CEP290	-0.0783350904327966	0.0795255644073843
NKX2-1	NDUFS2	-0.152086422905958	0.000628598980871197
NKX2-1	CRYBG1	0.0296627483484288	0.507270620309012
NKX2-1	KCNJ16	-0.0121157996440963	0.786550989386547
NKX2-1	PHF10	-0.00349948602630956	0.93765940847147
NKX2-1	LINC01644	0.0790391891337542	0.076851284748218
NKX2-1	GFRA1	0.0426996674318363	0.339703223681388
NKX2-1	PRR33	0.201415494446687	5.40989427589099e-06
NKX2-1	C1QTNF12	-0.0938241461699676	0.0355917787426181
NKX2-1	AC079921.2	0.0462843800675563	0.300674704929298
NKX2-1	FMR1	-0.0531523131063774	0.234530898250423
NKX2-1	AGBL5	-0.104358740777854	0.0193481159157658
NKX2-1	C11orf21	0.26105962713633	2.88825174187437e-09
NKX2-1	TAPT1-AS1	0.0334678207004107	0.454340284579313
NKX2-1	AC092597.1	-0.0215695579585579	0.629717167276745
NKX2-1	PNMA8A	0.0508808951008361	0.255162313906243
NKX2-1	AMOTL2	0.107639129235353	0.0158350916386988
NKX2-1	MT-CO3	0.0404905203843424	0.365298914875978
NKX2-1	AC007686.1	-0.0649151531780685	0.146403325463942
NKX2-1	AARSD1	-0.0482362461454518	0.280728587069336
NKX2-1	NAT14	0.138343229402385	0.00189089727405551
NKX2-1	TSSC4	0.0654285968681676	0.143230712337036
NKX2-1	CENPQ	-0.254112028319708	7.72605671932009e-09
NKX2-1	ENTPD4	0.0491193352419209	0.272005493231227
NKX2-1	AL033519.3	-0.101705850495894	0.022667807992216
NKX2-1	TCTE3	-0.0953544054600345	0.0326800163694601
NKX2-1	CACYBP	-0.23625742583423	8.49686727455346e-08
NKX2-1	HTR7	-0.0756733879659488	0.0903238755993987
NKX2-1	LMAN2L	-0.058942658061379	0.187341140778845
NKX2-1	MIR589	0.0350528255113343	0.433243132860279
NKX2-1	SLC20A2	-0.105554891980439	0.0179954598105385
NKX2-1	ABCD4	0.127894055272134	0.00410259386854175
NKX2-1	WNT7A	0.0536640698795063	0.230049935355709
NKX2-1	PLPBP	0.0130800855966091	0.770022160622652
NKX2-1	TRAFD1	0.0691329985685573	0.121877871799899
NKX2-1	HARS2	0.0142768647432733	0.749652894427209
NKX2-1	GTF2IP12	0.00968415711966718	0.828643880190898
NKX2-1	COG4	0.0612070003530064	0.170927392729084
NKX2-1	TGFBR3	-0.0235099481109468	0.599229901522242
NKX2-1	ATP10A	0.442804705996948	1.60803482911007e-25
NKX2-1	PCDHB16	-0.0185392380545484	0.678597036237296
NKX2-1	AL683887.1	-0.183678532598432	3.46698222348491e-05
NKX2-1	AP001029.1	0.00197082943037165	0.964866860270298
NKX2-1	GGA3	0.0115438297938806	0.796401159815715
NKX2-1	EPHB1	-0.114981587056555	0.00992769357723751
NKX2-1	CCDC68	0.45421421727149	6.37325606622287e-27
NKX2-1	CES1	-0.00338648559114823	0.93966852908984
NKX2-1	FOXC1	0.00556775896546535	0.900968799435651
NKX2-1	WDR4	-0.1073711737962	0.0160994483982721
NKX2-1	SAP130	-0.0859521595916519	0.0542855791847661
NKX2-1	SIAE	0.404839319791975	3.20530678486465e-21
NKX2-1	AL512353.1	-0.0461616848642766	0.301959225994862
NKX2-1	KC877373.1	-0.163835249978416	0.000227291842793763
NKX2-1	ZDHHC6	-0.0321114757426988	0.472843218611626
NKX2-1	SLC46A2	0.721953906146786	5.33970638717455e-82
NKX2-1	POPDC3	-0.0899847989482775	0.0438831491440438
NKX2-1	CSRNP1	0.459302678444254	1.45164522620843e-27
NKX2-1	HNRNPKP1	-0.157478391813215	0.000397578007070507
NKX2-1	ZFP30	-0.0124121605405867	0.781460469448279
NKX2-1	AL162151.2	-0.0366825815114524	0.412151418018368
NKX2-1	GSTM3	-0.154173459586582	0.000527385537928099
NKX2-1	EYA3	-0.0117867469659976	0.7922137144888
NKX2-1	CEP70	0.0370153409085637	0.407920821633343
NKX2-1	GASK1B	0.16767875484305	0.000160462909939042
NKX2-1	EAF1	0.102180879501681	0.0220394260041799
NKX2-1	MYL5	-0.000751140201239928	0.986606052716694
NKX2-1	AC090198.1	0.0672264476324978	0.13253511172015
NKX2-1	EIF2AK4	-0.0777993115716771	0.0816106721394635
NKX2-1	SDE2	-0.194683856388204	1.11698638852914e-05
NKX2-1	TPM3P9	0.0135675977750562	0.761704669989576
NKX2-1	RMDN3	0.187540843385688	2.34706332771116e-05
NKX2-1	RNU7-171P	0.00423314780033628	0.924625265789201
NKX2-1	POU2AF1	0.0390375423056205	0.382770810396922
NKX2-1	CRBN	0.0354513440046777	0.428028946951193
NKX2-1	SOX10	-0.0705487282466953	0.114405690593736
NKX2-1	MINDY3	0.125053126186268	0.0050176685786912
NKX2-1	RPS7P4	-0.152474828749807	0.000608494611045671
NKX2-1	BATF3	0.158995576067368	0.000348563357140503
NKX2-1	AP000866.2	0.546642016408369	1.86335663571123e-40
NKX2-1	NPTN	-0.00257512073592512	0.954104877663754
NKX2-1	TOLLIP	0.0587772436005906	0.188584174922256
NKX2-1	WWC2	0.281068828286158	1.44148286501807e-10
NKX2-1	ADGRL3	-0.145771340069796	0.0010550162022259
NKX2-1	TRAF5	0.0642733582092867	0.150444074317265
NKX2-1	AC231981.1	-0.134628236333673	0.00250575456273621
NKX2-1	ST3GAL1	0.0986593078892964	0.0270787002988839
NKX2-1	SLC25A33	-0.122120500847163	0.00615152938124354
NKX2-1	ZNF71	0.122131038572595	0.00614707343289767
NKX2-1	BACH1-IT1	-0.00244689177616869	0.95638790993752
NKX2-1	SLC1A5	-0.147387335354984	0.000925854214870712
NKX2-1	BCAT1	0.097571267819647	0.0288238623698872
NKX2-1	SCGN	0.0879609315417375	0.0488725032404491
NKX2-1	RPL28	-0.0197432492423706	0.658999583730223
NKX2-1	TRAK1	0.0636359233470521	0.154540729878399
NKX2-1	COL26A1	0.01105934301125	0.804770183530352
NKX2-1	MVB12B	0.136473182502197	0.00218065367098668
NKX2-1	MT-ATP8	0.0451248779470779	0.312958993415099
NKX2-1	C8orf34-AS1	0.739819479556345	4.23780861857415e-88
NKX2-1	TSKU	-0.165265132358429	0.000199856155907377
NKX2-1	AC008555.6	0.021192874951682	0.635711420226247
NKX2-1	SMC3	-0.164254396976571	0.00021890466029756
NKX2-1	AC010864.1	-0.00494385540233636	0.912018097614419
NKX2-1	AMTN	-0.0762046256959015	0.0880795493166084
NKX2-1	DDX20	-0.101455632152847	0.0230050028589632
NKX2-1	AL122020.1	-0.102331964860663	0.0218427585692709
NKX2-1	MYO1F	0.323565370915821	1.06653464342238e-13
NKX2-1	FAM178B	0.179358749817981	5.31337015808695e-05
NKX2-1	AL161421.1	-0.0107212085756686	0.810624422796543
NKX2-1	PLXNC1	0.240646548160136	4.79492972089828e-08
NKX2-1	DTX2	-0.112209617615829	0.011876971674169
NKX2-1	IGLV2-23	0.0980583408798595	0.0280310320105998
NKX2-1	THAP9	-0.175082282011836	8.03001546742137e-05
NKX2-1	PIK3IP1-DT	-0.082622097872582	0.0643530013770463
NKX2-1	ANK3-DT	-0.00866407367447746	0.846456703739457
NKX2-1	CACNA2D3	-0.220733555409423	5.88275727424317e-07
NKX2-1	ARHGEF28	-0.210372595051878	1.98409255135385e-06
NKX2-1	AFG3L2	-0.117279552992319	0.00853291158131593
NKX2-1	LHFPL3	0.198806353952807	7.18612862332392e-06
NKX2-1	PRR18	-0.0481700726652662	0.281389787284719
NKX2-1	MIR4668	0.0841662363125936	0.0595084231853379
NKX2-1	POP1	-0.086229958126981	0.05350850629107
NKX2-1	AL022724.3	-0.0256034954789562	0.567105739478196
NKX2-1	AC060766.1	0.0410912673578857	0.358222449600667
NKX2-1	ABLIM1	-0.0219454655784516	0.623759394323078
NKX2-1	ABHD14A	0.234974916184161	1.0021916130784e-07
NKX2-1	NFKBIE	0.054267316260931	0.224846251474111
NKX2-1	CBWD1	-0.0906206884449903	0.042406918070972
NKX2-1	F10	0.311503830058278	9.30761448360062e-13
NKX2-1	NABP1	0.0674609142241751	0.131186944780862
NKX2-1	MAN1A1	0.254221428268138	7.60897502704374e-09
NKX2-1	DDX46	-0.0466614715617906	0.296749610352101
NKX2-1	MGAT1	0.14076658200659	0.00156786332579587
NKX2-1	PPRC1	-0.0390856515408062	0.38218425306208
NKX2-1	MBD4	-0.0503434570725843	0.260222572989501
NKX2-1	PEX12	-0.116859766388323	0.0087738541597112
NKX2-1	AL157871.2	0.136581534429147	0.00216281608518934
NKX2-1	PLPP7	0.0140620405901042	0.753296882709112
NKX2-1	PAXBP1	-0.0610475095651438	0.172047139626802
NKX2-1	MAP2K5	-0.109173133023925	0.0143937343757081
NKX2-1	HBQ1	0.0152059158808933	0.733958721381279
NKX2-1	MAGEA11	-0.137414890612928	0.00203001839368702
NKX2-1	IFT20	-0.0554210877845227	0.215128345007863
NKX2-1	ITGA1	0.270265066564504	7.49824608590867e-10
NKX2-1	CDV3	-0.0661723090123236	0.138728860035708
NKX2-1	AC124944.2	-0.124189620253027	0.00533019407659851
NKX2-1	WDR5B	-0.0365481221102553	0.413868223528253
NKX2-1	TTC28	-0.0153184636830924	0.732064841079354
NKX2-1	RPL21P13	-0.139064343199046	0.0017889170837112
NKX2-1	BUB1B	-0.255132252991931	6.69873128359417e-09
NKX2-1	AC245140.3	-0.0454966661138771	0.308984716679374
NKX2-1	SNORA63	0.0845314533026866	0.0584078216623534
NKX2-1	BCL11B	-0.173277825421601	9.53104841321763e-05
NKX2-1	ZBTB7C	-0.154783151150847	0.000500810210178181
NKX2-1	HDHD3	-0.107686042169108	0.0157892023525742
NKX2-1	PTMAP1	-0.0327351146196479	0.464284751515336
NKX2-1	RBPJ	0.18096176162015	4.54008948157102e-05
NKX2-1	TNFSF11	-0.0278248829818107	0.53394665355855
NKX2-1	AC121761.1	-0.0452751388934696	0.31134873716629
NKX2-1	DCAF7	-0.0608846325373998	0.173196298811004
NKX2-1	IFNLR1	-0.125018077433773	0.00503002480745361
NKX2-1	PTBP2	0.054646771808364	0.221616283059813
NKX2-1	TMEM120B	0.0613556279610305	0.169888820390266
NKX2-1	SPRR1B	-0.200358738076264	6.07189770198786e-06
NKX2-1	RCN1	-0.0178207204427125	0.690397368317741
NKX2-1	BECN1	-0.0268268862829624	0.548722526286822
NKX2-1	IFT46	0.0683539879357201	0.12614874730328
NKX2-1	CLGN	-0.0316218199400934	0.479623196558432
NKX2-1	PPIL4	0.0194868544159688	0.663153923899724
NKX2-1	DCTN6	0.00486883974951288	0.913347806502432
NKX2-1	MICB-DT	0.000380969953984773	0.993206502650044
NKX2-1	GALNS	-0.0179213834199584	0.688739556803611
NKX2-1	ISCA1	-0.132421386629846	0.00295237802991826
NKX2-1	FBXL20	-0.0121341598565654	0.78623535353252
NKX2-1	SPTAN1	0.0899623420953507	0.0439360642994567
NKX2-1	LEPROTL1	0.172173813753497	0.000105757354935756
NKX2-1	AL031717.1	0.0513522978934756	0.250780308241777
NKX2-1	PTGS2	0.266815189189752	1.25046475596897e-09
NKX2-1	SLC25A19	0.0493605224750984	0.269655576114658
NKX2-1	TIPARP-AS1	-0.146005188339661	0.00103534955854684
NKX2-1	RPS7	-0.222530648804903	4.73527847228555e-07
NKX2-1	STK32B	-0.0522989907121464	0.242139033322877
NKX2-1	GLG1	0.00451195970626516	0.919677023257373
NKX2-1	LSM11	-0.138206060673172	0.00191088815884116
NKX2-1	SLC22A31	0.873599352672409	1.64878488692617e-158
NKX2-1	FAHD2CP	-0.0498798391226527	0.264643059686091
NKX2-1	AC093591.3	-0.165617284981828	0.00019359242527704
NKX2-1	CPPED1	0.0540145186138598	0.227016620186295
NKX2-1	C1orf131	-0.361311237926346	6.31610814854244e-17
NKX2-1	SRP9P1	-0.14279920029908	0.00133686630783867
NKX2-1	CFAP77	0.195122312873088	1.06626416570432e-05
NKX2-1	OLR1	0.327857964937644	4.81740253152429e-14
NKX2-1	C21orf91	-0.226177701545092	3.03156380467921e-07
NKX2-1	STAMBP	-0.218136780060745	8.02335621996956e-07
NKX2-1	CU104787.1	0.0530191428294553	0.23570698195161
NKX2-1	CCR1	0.301858589146245	4.9090573531463e-12
NKX2-1	MED8-AS1	0.107922395449035	0.0155597757144695
NKX2-1	PLK4	-0.205529518257699	3.43148247157372e-06
NKX2-1	MMP2-AS1	0.179446095552053	5.26821368953995e-05
NKX2-1	RGS17P1	-0.142452794750213	0.00137387736824165
NKX2-1	DMTN	-0.0401954919117137	0.368805830145887
NKX2-1	AC093799.1	0.188632691353304	2.09895099540573e-05
NKX2-1	HROB	-0.234178097644389	1.10990394361601e-07
NKX2-1	LINC02830	-0.0517085455935793	0.247503681639226
NKX2-1	ETV4	-0.097516432652859	0.0289143140328728
NKX2-1	MAFA-AS1	-0.0608443704940798	0.173481242541987
NKX2-1	TMEM43	-0.0303358706993492	0.497678051236525
NKX2-1	AP001469.3	-0.123261208962766	0.00568566627300693
NKX2-1	H3-3A	-0.149116746202402	0.000803921783581041
NKX2-1	C22orf39	0.0072004238691516	0.872150128110265
NKX2-1	RNF44	-0.0304159667125265	0.496543058839837
NKX2-1	KPNB1	-0.11717885998556	0.0085901617371364
NKX2-1	ZNF829	0.0468635132848826	0.29466070625756
NKX2-1	AC016590.3	0.0164245886215323	0.713539844147569
NKX2-1	AFF3	0.333328592142081	1.71772928710335e-14
NKX2-1	SLC16A11	0.00920105543992275	0.837069503081636
NKX2-1	ECI1	0.0151157853424044	0.735476543879353
NKX2-1	AL133215.2	-0.167965574070365	0.000156299510825697
NKX2-1	SH3RF2	-0.20561363786947	3.39936049149824e-06
NKX2-1	NAIF1	-0.0221515015531105	0.620504270442685
NKX2-1	AL162231.2	0.117270281305483	0.008538168850741
NKX2-1	CENPT	-0.0112769341882824	0.801008692520498
NKX2-1	LINC00857	0.197780928609913	8.02630308186136e-06
NKX2-1	CMKLR1	0.253365273228345	8.5732002457437e-09
NKX2-1	LINC00884	0.218819848228805	7.39713482905969e-07
NKX2-1	RPL7L1	-0.14105583000427	0.00153289536464186
NKX2-1	LAMA4	0.0759448116191805	0.0891715231472767
NKX2-1	SOAT1	0.166069529867865	0.00018581796244552
NKX2-1	AL627309.6	-0.00997927437358041	0.823506422799688
NKX2-1	LAT2	0.292519150635277	2.31847384805514e-11
NKX2-1	PIGP	0.00816694422014937	0.855166670127885
NKX2-1	AC008982.2	0.0274848463662431	0.538958494402708
NKX2-1	ANAPC7	-0.197346541377842	8.40975033796354e-06
NKX2-1	AL590714.1	-0.0504845733671617	0.25888723475681
NKX2-1	CD1C	0.347406678631364	1.09809479720714e-15
NKX2-1	AL589880.1	0.0587971418653702	0.188434326050831
NKX2-1	AC004938.2	-0.145410798528497	0.00108601387677618
NKX2-1	AC000123.1	0.00406632670024261	0.927587343437307
NKX2-1	AL356488.3	0.0380307827659996	0.395171271386363
NKX2-1	MIGA1	0.100575306729193	0.0242260837158032
NKX2-1	AL138831.3	-0.0314687267181429	0.481753788552059
NKX2-1	ARHGAP21	-0.00473471576470993	0.915725855503985
NKX2-1	ANKRD13D	0.0152957112910312	0.732447572584284
NKX2-1	DNASE2	-0.116168633190485	0.00918376310475797
NKX2-1	ITGAM	0.22670660741671	2.83992601675821e-07
NKX2-1	AC007541.1	0.0427465476187457	0.339172786349138
NKX2-1	TLR5	-0.0196488095786737	0.660528568885904
NKX2-1	DDX28	-0.144664649103618	0.00115284878621738
NKX2-1	PPP4R1-AS1	0.019503119502781	0.662890073565233
NKX2-1	GPANK1	0.0178753230033133	0.689497938191631
NKX2-1	INPPL1	0.206660433948843	3.02292278466038e-06
NKX2-1	ZNF205	0.0762003744582373	0.0880973299536843
NKX2-1	RAB3GAP2	-0.163150819788781	0.000241636684932605
NKX2-1	RHOA	0.188165987224075	2.20179483322775e-05
NKX2-1	EHD4	0.167193707540959	0.000167741363164138
NKX2-1	DCUN1D4	-0.0293243126613607	0.512129941082141
NKX2-1	UBA52P5	-0.0379120203931888	0.396649889418223
NKX2-1	NBEA	0.149822255969319	0.000758589558905648
NKX2-1	ASIC1	-0.179680377635683	5.14887703204247e-05
NKX2-1	CD7	0.139827466985941	0.00168650524022724
NKX2-1	S100A4	0.114210544988614	0.0104391347977438
NKX2-1	TTI2	-0.0348010650229021	0.436555942566266
NKX2-1	GORAB	-0.183214182329582	3.63152449130378e-05
NKX2-1	TMEM61	0.281191156833639	1.41423145271186e-10
NKX2-1	ATP2A3	0.299861559030685	6.8741330745941e-12
NKX2-1	PTPRN	0.0943011965650973	0.0346612543718559
NKX2-1	C4orf33	0.127345414339134	0.00426656697667984
NKX2-1	HMGN2P5	0.0445216843571868	0.319477986050806
NKX2-1	CARNMT1	-0.125445135402824	0.00488132080583179
NKX2-1	ROBO2	0.0174366162823916	0.696736709514447
NKX2-1	CD276	-0.059665428626027	0.181980473677122
NKX2-1	LINC01559	-0.0150732271506537	0.73619359373431
NKX2-1	PCAT19	0.308531580340925	1.56390514749706e-12
NKX2-1	USP9X	0.00549396459914353	0.902274738751525
NKX2-1	ZNF277	-0.0268178205115419	0.548857666646853
NKX2-1	TADA1	-0.225330752653367	3.36462046124617e-07
NKX2-1	KRT33A	-0.0937375904168277	0.035762870016408
NKX2-1	RPL5P1	-0.087186120672794	0.0509043401589072
NKX2-1	CEP78	-0.192472309290886	1.40981834168854e-05
NKX2-1	OSM	0.170693998663123	0.000121457087788322
NKX2-1	CHMP7	0.152965742990109	0.000583937738580348
NKX2-1	TPRA1	-0.137060429795464	0.0020855636211962
NKX2-1	LINC01128	0.148579900208444	0.000840081799522682
NKX2-1	DANCR	-0.202967811894111	4.56102060297421e-06
NKX2-1	GPRC5C	0.10742617638663	0.0160448711864565
NKX2-1	TMEM38A	-0.0210040469156351	0.638725298715731
NKX2-1	PPFIBP2	-0.129260641407136	0.00371866230274096
NKX2-1	ZMIZ1	-0.0319216639919817	0.475465169913278
NKX2-1	PPARGC1A	0.103391746924454	0.020505554510282
NKX2-1	INCA1	0.115900086159657	0.00934757921099965
NKX2-1	AC079414.3	-0.041398152540346	0.354640920957876
NKX2-1	SOX18	0.164635900582178	0.000211523408201939
NKX2-1	IGHV3-74	0.103101212274837	0.0208648681433123
NKX2-1	CENPV	-0.074585259075831	0.0950640611181841
NKX2-1	AL162431.1	-0.084214141902297	0.0593630867246226
NKX2-1	RAPGEF2	0.290525822908724	3.20589783752753e-11
NKX2-1	C6orf47	0.0230032290949882	0.60712701543425
NKX2-1	VEZF1	0.021803259575112	0.626010365757353
NKX2-1	TUBGCP2	0.0962852488585174	0.0310102637950765
NKX2-1	SOX13	-0.113005743729157	0.0112851472109781
NKX2-1	RCN3	0.0759924343276522	0.0889705596964399
NKX2-1	AC084018.1	-0.0193607701773078	0.665200658880745
NKX2-1	LINC02253	-0.0325335347403012	0.467041678499186
NKX2-1	AL928654.4	0.0488823758928476	0.274327791785087
NKX2-1	CYP4A22-AS1	-0.0469789051549657	0.293472091412905
NKX2-1	AC126175.2	0.0236473334777893	0.597096801375213
NKX2-1	TUBAP13	-0.0829258155401127	0.0633752903348349
NKX2-1	SEMA3E	0.229237145970868	2.07331064722647e-07
NKX2-1	AC010761.3	0.0656577212696225	0.141832018238431
NKX2-1	AL445205.1	0.00609944667744536	0.891567629746146
NKX2-1	SLBP	-0.0810144546114149	0.0697370514964494
NKX2-1	FLJ20021	0.0813685366224616	0.0685206033935498
NKX2-1	PHPT1	0.0772317188173809	0.0838676053165743
NKX2-1	OVOL2	0.0214029145864178	0.632366038338295
NKX2-1	PGAP3	0.114412215144966	0.0103031558795819
NKX2-1	PPA2	0.00613813632229381	0.890884105575626
NKX2-1	COL11A2	-0.0472679393003986	0.290508938191405
NKX2-1	PMS2P4	-0.170819995122002	0.000120039453657605
NKX2-1	ARHGEF35	-0.102805808044916	0.0212358011452663
NKX2-1	AP000851.2	0.0357306606399151	0.424396197568216
NKX2-1	ENO2	-0.102708307327243	0.0213594814115819
NKX2-1	LRP4	-0.118212379552797	0.00801850024315221
NKX2-1	TRGC1	0.187291683203371	2.40745889205381e-05
NKX2-1	ABHD17C	-0.129428641218455	0.00367378372626083
NKX2-1	MT-CYB	0.0802503048482451	0.0724225581610913
NKX2-1	YIPF2	0.0627163569168347	0.16059869281435
NKX2-1	EEF1A1P5	-0.0415691181796556	0.352655464797795
NKX2-1	GFM2	-0.0736207153945267	0.0994301010557919
NKX2-1	TUBB2A	-0.04410656343038	0.324015479747235
NKX2-1	LINC01914	0.203484328240506	4.3079463698437e-06
NKX2-1	GALNT13	-0.0370801733825369	0.407099575392416
NKX2-1	AL353764.1	-0.176345969006564	7.1146679703498e-05
NKX2-1	ZNF217	-0.118994391604487	0.00760878259082846
NKX2-1	CNTN6	0.608819086222222	3.07262531649533e-52
NKX2-1	TRIT1	-0.0551015136907441	0.217789300375105
NKX2-1	CCDC127	0.0546365406092249	0.22170293509349
NKX2-1	DDX23	0.0504756663099635	0.258971379159244
NKX2-1	IGHV3OR16-15	0.08879575833645	0.0467596979817983
NKX2-1	AC099518.1	0.23109626288952	1.64159489630229e-07
NKX2-1	EID2	-0.0315356214812157	0.480822185993089
NKX2-1	SLC25A42	0.131062457561408	0.00326226181286419
NKX2-1	ALOX5	0.344846868898502	1.82951541587892e-15
NKX2-1	UBTD2	-0.0835521981833333	0.0613975003996018
NKX2-1	RBM10	-0.0843651486693028	0.0589068814509222
NKX2-1	AFF1	0.188671846057646	2.09053330991176e-05
NKX2-1	RNU6-1099P	-0.0106158205702521	0.812451219381539
NKX2-1	TRMT112P6	-0.0563851289104171	0.207242894112525
NKX2-1	SRSF12	-0.152221638698893	0.000621531160835798
NKX2-1	AL035458.1	-0.105286239289683	0.0182918529609494
NKX2-1	ERICH3	0.177444614521151	6.39972881249786e-05
NKX2-1	CSF2	0.16678977045637	0.000174037832382295
NKX2-1	AC233723.1	0.0316930756175084	0.478633284898828
NKX2-1	UQCRC2	-0.0663389035108128	0.137735484925372
NKX2-1	MT-TC	0.163575936106761	0.000232630323973957
NKX2-1	AC016355.1	-0.0882207423085529	0.0482065660746297
NKX2-1	RP9	-0.0640501943271891	0.151868804549229
NKX2-1	FOXL2	-0.115716779857001	0.0094608852444137
NKX2-1	AP001625.2	0.126169467272216	0.00463814702652784
NKX2-1	OGFOD1	-0.118109224375281	0.00807399112710044
NKX2-1	RBBP4P1	-0.0327222435879339	0.464460513106717
NKX2-1	AIF1	0.274474962074494	3.97763202024178e-10
NKX2-1	ASRGL1	0.211879760199283	1.66867920352306e-06
NKX2-1	NRM	-0.148834433435559	0.000822753850837129
NKX2-1	TLE4	-0.0417996792470016	0.349989044087228
NKX2-1	EOLA2	0.0316721810046355	0.47892344565074
NKX2-1	GOLT1A	0.474759416871128	1.38900376981021e-29
NKX2-1	USB1	0.0241821337698542	0.588826267089639
NKX2-1	SPATA17	0.0429750458866481	0.336594975951161
NKX2-1	AL591438.2	-0.0137239902322772	0.759042196634524
NKX2-1	RPP30	-0.10873195378837	0.0147959575021176
NKX2-1	LINC00174	-0.0633229234353737	0.15658298703286
NKX2-1	KATNB1	-0.0388656584540135	0.384870941518574
NKX2-1	AC114730.3	0.0640694295441889	0.151745600493598
NKX2-1	AC008083.2	-0.0354998676106961	0.427396564351927
NKX2-1	AL442125.1	-0.00376317396646086	0.932972660858489
NKX2-1	FAM86JP	-0.196928083593439	8.79559820970025e-06
NKX2-1	PMPCB	-0.14506841944085	0.00111622536520814
NKX2-1	KLHL31	-0.140729312797309	0.00157242176851286
NKX2-1	IPO5	-0.1296750956267	0.00360883531810553
NKX2-1	IQCC	-0.012050259040894	0.78767800222649
NKX2-1	AL133342.1	0.120764564388077	0.00674967586038447
NKX2-1	GOLGA3	0.0939621293354824	0.0353204725919066
NKX2-1	RHOU	0.335571091648377	1.11883527865873e-14
NKX2-1	OSBPL5	0.105548434343866	0.0180025347543533
NKX2-1	ATP6V0CP4	-0.0966253949974	0.0304185935072933
NKX2-1	PHF13	-0.0441078958762737	0.324000848774917
NKX2-1	CTSL	0.251327482090398	1.13688088754837e-08
NKX2-1	AC098591.3	-0.0338278280572769	0.449498375148544
NKX2-1	RNF214	0.0318157747525638	0.476931311574933
NKX2-1	ACTR2	-0.11780468368012	0.00823981955829181
NKX2-1	POLR3B	-0.08195902101028	0.0665307092147244
NKX2-1	NRIP2	0.00862897078191168	0.84707112432624
NKX2-1	TIMM44	-0.267372085805675	1.15194179215689e-09
NKX2-1	CAPN6	0.0864960471840791	0.0527728936319961
NKX2-1	SF3B1	-0.0433032045113654	0.332914884530243
NKX2-1	AC021028.1	-0.0630324534743501	0.158496435135276
NKX2-1	SLC5A1	0.0320436196889553	0.473779631078179
NKX2-1	PDCL	-0.121323289962611	0.00649716199063879
NKX2-1	SMIM6	0.550059810340387	4.84916425186945e-41
NKX2-1	AP003469.2	-0.0530335805731487	0.235579275353271
NKX2-1	DIS3	-0.121377175885319	0.00647326213405908
NKX2-1	ECRG4	0.166402643699103	0.000180279656651398
NKX2-1	DCAF1	-0.0728939782504237	0.102823897117987
